order_id,order_date,customer_id,city,pincode,item_name,category,quantity,unit_price,discount_pct,promo_code,payment_method,order_channel,delivery_time_mins,delivery_status,rider_id,customer_rating,gross_value,discount_amount,order_value
ZP1011900,11-03-2025 10:31,C16396,Mumbai,400001,Potato 1kg,Fruits & Vegetables,3,35,0,NONE,UPI,App,20,Delivered,R1264,5,105,0,105
ZP1011901,04-05-2025 05:03,C15968,Ahmedabad,380001,Curd 500g,Dairy,1,70,10,NEWUSER,UPI,Website,32,Delivered,R1097,3,70,7,63
ZP1011902,07-06-2025 10:02,C15021,Chennai,600001,Namkeen 200g,Snacks,1,80,0,NONE,UPI,App,40,Delivered,R1349,4,80,0,80
ZP1011903,23-09-2025 22:02,C11981,Delhi,110001,Dishwash 500ml,Household,1,120,0,NONE,UPI,App,20,Delivered,R1131,3,120,0,120
ZP1011904,05-09-2025 02:27,C14136,Chennai,600001,Tea 250g,Beverages,1,200,0,NONE,UPI,App,23,Delivered,R1122,5,200,0,200
ZP1011905,19-11-2024 21:23,C14671,Kolkata,700001,Paneer 200g,Dairy,1,120,0,NONE,Credit Card,App,36,Delivered,R1164,5,120,0,120
ZP1011906,29-07-2025 07:45,C10559,Kolkata,700001,Garbage Bags 30pcs,Household,1,180,0,NONE,UPI,App,60,Delivered,R1286,3,180,0,180
ZP1011907,01-02-2025 05:53,C10811,Delhi,110001,Potato Chips 100g,Snacks,2,40,0,NONE,UPI,App,38,Delivered,R1151,3,80,0,80
ZP1011908,22-01-2025 14:40,C16714,Delhi,110001,Soft Drink 1L,Beverages,1,60,0,NONE,Credit Card,App,27,Delivered,R1310,5,60,0,60
ZP1011909,07-04-2025 19:43,C14736,Mumbai,400001,Milk 1L,Dairy,1,60,15,NEWUSER,UPI,App,17,Delivered,R1252,5,60,9,51
ZP1011910,26-06-2025 22:52,C16252,Pune,411001,Dishwash 500ml,Household,2,120,5,NONE,UPI,App,42,Delivered,R1339,4,240,12,228
ZP1011911,05-11-2024 04:17,C10114,Hyderabad,500001,Toothpaste 100g,Personal Care,1,90,0,NONE,Debit Card,Website,20,Delivered,R1358,5,90,0,90
ZP1011912,18-05-2025 10:35,C14332,Bengaluru,560001,Soft Drink 1L,Beverages,2,60,5,SAVE10,UPI,App,27,Returned,R1089,,120,6,114
ZP1011913,09-08-2025 02:43,C11777,Pune,411001,Salt 1kg,Staples,1,25,10,SAVE10,UPI,App,25,Delivered,R1375,3,25,2.5,22.5
ZP1011914,28-12-2024 00:56,C15863,Pune,411001,Soft Drink 1L,Beverages,1,60,0,NONE,UPI,App,28,Delivered,R1370,5,60,0,60
ZP1011915,10-04-2025 12:01,C11569,Ahmedabad,380001,Paneer 200g,Dairy,2,120,0,NONE,Debit Card,App,18,Delivered,R1247,4,240,0,240
ZP1011916,27-03-2025 22:59,C17899,Pune,411001,Sugar 1kg,Staples,1,45,0,SAVE10,Credit Card,Website,41,Delivered,R1238,4,45,0,45
ZP1011917,24-10-2024 05:27,C12308,Ahmedabad,380001,Coffee 100g,Beverages,1,180,0,NONE,UPI,App,35,Delivered,R1295,3,180,0,180
ZP1011918,13-10-2025 10:06,C11407,Bengaluru,560001,Rice 5kg,Staples,3,450,15,FEST50,Credit Card,App,26,Delivered,R1046,5,1350,202.5,1147.5
ZP1011919,18-05-2025 16:39,C17386,Pune,411001,Frozen Paratha 400g,Frozen,3,160,0,NONE,Debit Card,App,27,Delivered,R1108,3,480,0,480
ZP1011920,04-07-2025 05:19,C16176,Kolkata,700001,Wheat Flour 5kg,Staples,3,300,0,NONE,UPI,App,25,Delivered,R1159,4,900,0,900
ZP1011921,29-11-2024 13:28,C14400,Bengaluru,560001,Soft Drink 1L,Beverages,1,60,0,NONE,Debit Card,App,31,Delivered,R1182,5,60,0,60
ZP1011922,11-03-2025 15:35,C10035,Mumbai,400001,Salt 1kg,Staples,2,25,10,FEST50,UPI,App,20,Delivered,R1025,4,50,5,45
ZP1011923,14-06-2025 07:39,C17975,Ahmedabad,380001,Tomato 1kg,Fruits & Vegetables,1,30,15,NEWUSER,UPI,App,17,Delivered,R1295,3,30,4.5,25.5
ZP1011924,13-10-2025 16:12,C15942,Bengaluru,560001,Salt 1kg,Staples,2,25,0,NONE,COD,App,27,Delivered,R1144,3,50,0,50
ZP1011925,04-10-2025 05:58,C10808,Pune,411001,Potato Chips 100g,Snacks,1,40,15,SAVE10,Credit Card,App,37,Delivered,R1286,4,40,6,34
ZP1011926,23-07-2025 02:05,C17571,Mumbai,400001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,Credit Card,App,48,Delivered,R1125,4,60,0,60
ZP1011927,25-10-2024 06:21,C11753,Mumbai,400001,Frozen Peas 1kg,Frozen,3,180,5,NONE,COD,App,32,Delivered,R1073,4,540,27,513
ZP1011928,09-12-2024 02:52,C17540,Delhi,110001,Potato 1kg,Fruits & Vegetables,2,35,0,NEWUSER,UPI,App,39,Delayed,R1197,,70,0,70
ZP1011929,30-09-2025 20:03,C14130,Bengaluru,560001,Rice 5kg,Staples,3,450,0,NONE,UPI,App,39,Delayed,R1039,,1350,0,1350
ZP1011930,03-06-2025 08:39,C16973,Chennai,600001,Salt 1kg,Staples,1,25,0,NONE,Wallet,App,33,Delivered,R1202,3,25,0,25
ZP1011931,03-10-2025 13:46,C15797,Hyderabad,500001,Potato 1kg,Fruits & Vegetables,1,35,20,SAVE10,UPI,App,35,Delivered,R1244,3,35,7,28
ZP1011932,15-07-2025 05:19,C13888,Mumbai,400001,Curd 500g,Dairy,3,70,0,NONE,Credit Card,App,25,Delivered,R1194,5,210,0,210
ZP1011933,12-05-2025 17:23,C13002,Mumbai,400001,Fruit Juice 1L,Beverages,1,120,20,NONE,Wallet,App,21,Delivered,R1135,4,120,24,96
ZP1011934,07-06-2025 12:28,C15719,Delhi,110001,Frozen Pizza 400g,Frozen,3,280,0,NONE,UPI,App,18,Delivered,R1172,4,840,0,840
ZP1011935,04-03-2025 03:09,C14828,Bengaluru,560001,Soap 75g,Personal Care,2,40,0,NONE,Wallet,App,27,Delivered,R1209,4,80,0,80
ZP1011936,09-08-2025 19:07,C11516,Kolkata,700001,Toothpaste 100g,Personal Care,2,90,0,NONE,Credit Card,App,33,Delivered,R1273,5,180,0,180
ZP1011937,26-11-2024 08:23,C13601,Delhi,110001,Soap 75g,Personal Care,1,40,20,SAVE10,Wallet,App,25,Delivered,R1245,5,40,8,32
ZP1011938,04-09-2025 21:38,C15517,Mumbai,400001,Potato 1kg,Fruits & Vegetables,2,35,0,NONE,UPI,App,29,Delivered,R1385,5,70,0,70
ZP1011939,15-03-2025 11:59,C17845,Delhi,110001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,Credit Card,App,12,Delivered,R1386,4,30,0,30
ZP1011940,28-03-2025 22:23,C10879,Mumbai,400001,Fruit Juice 1L,Beverages,4,120,5,NONE,Wallet,App,57,Delivered,R1317,5,480,24,456
ZP1011941,28-11-2024 17:40,C11481,Mumbai,400001,Frozen Paratha 400g,Frozen,1,160,0,NONE,UPI,App,49,Delayed,R1156,,160,0,160
ZP1011942,14-07-2025 04:22,C16838,Bengaluru,560001,Curd 500g,Dairy,1,70,0,NONE,UPI,App,27,Delivered,R1203,5,70,0,70
ZP1011943,11-10-2025 03:07,C12906,Pune,411001,Chocolate Bar 50g,Snacks,1,50,0,NONE,UPI,App,33,Delivered,R1281,3,50,0,50
ZP1011944,14-03-2025 20:37,C13109,Pune,411001,Paneer 200g,Dairy,2,120,0,NONE,Wallet,App,49,Delivered,R1191,3,240,0,240
ZP1011945,27-09-2025 11:29,C13474,Kolkata,700001,Salt 1kg,Staples,2,25,20,FEST50,UPI,App,39,Delayed,R1226,,50,10,40
ZP1011946,15-10-2024 08:17,C11755,Bengaluru,560001,Chocolate Bar 50g,Snacks,1,50,0,NONE,UPI,App,23,Cancelled,R1199,,50,0,50
ZP1011947,13-10-2025 20:15,C14212,Bengaluru,560001,Coffee 100g,Beverages,2,180,0,NONE,Debit Card,App,36,Delivered,R1238,3,360,0,360
ZP1011948,14-07-2025 07:27,C11864,Hyderabad,500001,Chocolate Bar 50g,Snacks,2,50,0,NONE,Credit Card,App,13,Delivered,R1358,3,100,0,100
ZP1011949,13-09-2025 20:57,C13338,Chennai,600001,Namkeen 200g,Snacks,1,80,0,NONE,Credit Card,App,33,Returned,R1261,,80,0,80
ZP1011950,24-01-2025 05:27,C10924,Ahmedabad,380001,Chocolate Bar 50g,Snacks,1,50,0,NONE,Credit Card,App,33,Delivered,R1367,4,50,0,50
ZP1011951,06-08-2025 22:14,C16237,Mumbai,400001,Salt 1kg,Staples,1,25,5,SAVE10,Credit Card,App,10,Cancelled,R1202,,25,1.25,23.75
ZP1011952,16-09-2025 05:27,C12574,Mumbai,400001,Soft Drink 1L,Beverages,2,60,0,NONE,UPI,App,42,Delivered,R1380,5,120,0,120
ZP1011953,02-12-2024 20:46,C11012,Chennai,600001,Handwash 250ml,Personal Care,3,120,0,NONE,Wallet,App,35,Delivered,R1371,4,360,0,360
ZP1011954,20-08-2025 16:41,C13816,Pune,411001,Curd 500g,Dairy,1,70,10,NONE,UPI,Website,26,Delayed,R1125,,70,7,63
ZP1011955,30-11-2024 12:31,C10903,Pune,411001,Soft Drink 1L,Beverages,1,60,0,NONE,Wallet,App,26,Delivered,R1136,4,60,0,60
ZP1011956,20-06-2025 00:25,C14257,Chennai,600001,Namkeen 200g,Snacks,1,80,20,NONE,UPI,App,40,Delivered,R1017,3,80,16,64
ZP1011957,07-10-2025 01:54,C11113,Ahmedabad,380001,Soap 75g,Personal Care,1,40,0,NONE,UPI,App,22,Cancelled,R1180,,40,0,40
ZP1011958,20-01-2025 20:41,C14061,Hyderabad,500001,Bananas 1kg,Fruits & Vegetables,1,60,5,FEST50,Credit Card,App,22,Delivered,R1272,3,60,3,57
ZP1011959,17-05-2025 13:25,C16244,Pune,411001,Salt 1kg,Staples,1,25,0,NONE,COD,App,21,Delivered,R1073,5,25,0,25
ZP1011960,29-10-2024 06:14,C12959,Ahmedabad,380001,Handwash 250ml,Personal Care,1,120,0,NONE,UPI,App,39,Delivered,R1386,3,120,0,120
ZP1011961,08-09-2025 04:04,C15773,Pune,411001,Toothpaste 100g,Personal Care,1,90,0,FEST50,UPI,App,37,Cancelled,R1352,,90,0,90
ZP1011962,29-12-2024 23:53,C12361,Bengaluru,560001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,Credit Card,App,16,Delivered,R1313,5,30,0,30
ZP1011963,23-03-2025 13:36,C14564,Bengaluru,560001,Namkeen 200g,Snacks,1,80,0,NONE,Wallet,App,31,Delivered,R1018,3,80,0,80
ZP1011964,18-03-2025 07:58,C15915,Hyderabad,500001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,UPI,App,33,Delivered,R1312,4,30,0,30
ZP1011965,03-01-2025 08:35,C10332,Delhi,110001,Cookies 150g,Snacks,2,90,0,NONE,UPI,App,44,Delivered,R1334,3,180,0,180
ZP1011966,17-03-2025 10:56,C10673,Pune,411001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,Credit Card,App,25,Delivered,R1239,4,60,0,60
ZP1011967,22-02-2025 12:00,C12687,Mumbai,400001,Dishwash 500ml,Household,1,120,0,NONE,UPI,App,23,Delivered,R1025,3,120,0,120
ZP1011968,12-07-2025 00:49,C14044,Bengaluru,560001,Floor Cleaner 1L,Household,1,110,0,NEWUSER,UPI,App,36,Delivered,R1378,3,110,0,110
ZP1011969,18-11-2024 00:46,C10947,Kolkata,700001,Tea 250g,Beverages,1,200,15,SAVE10,COD,Website,23,Delivered,R1154,5,200,30,170
ZP1011970,26-08-2025 05:58,C13152,Mumbai,400001,Soap 75g,Personal Care,1,40,20,SAVE10,Credit Card,App,37,Returned,R1326,,40,8,32
ZP1011971,27-05-2025 00:10,C12323,Bengaluru,560001,Rice 5kg,Staples,1,450,0,NONE,UPI,App,32,Delivered,R1216,3,450,0,450
ZP1011972,11-02-2025 07:11,C13743,Delhi,110001,Salt 1kg,Staples,1,25,0,NONE,Wallet,App,10,Delivered,R1266,5,25,0,25
ZP1011973,03-06-2025 19:36,C14918,Chennai,600001,Potato Chips 100g,Snacks,1,40,10,SAVE10,Credit Card,App,26,Delivered,R1106,4,40,4,36
ZP1011974,23-01-2025 13:38,C16030,Mumbai,400001,Apple 1kg,Fruits & Vegetables,1,150,0,NONE,Debit Card,App,32,Delivered,R1092,4,150,0,150
ZP1011975,11-03-2025 02:46,C12555,Pune,411001,Rice 5kg,Staples,2,450,20,SAVE10,Credit Card,App,38,Delivered,R1077,4,900,180,720
ZP1011976,22-01-2025 22:28,C15628,Delhi,110001,Cookies 150g,Snacks,1,90,0,NONE,Wallet,App,23,Delivered,R1236,5,90,0,90
ZP1011977,24-10-2024 14:50,C17996,Pune,411001,Wheat Flour 5kg,Staples,2,300,15,FEST50,COD,App,20,Delivered,R1108,4,600,90,510
ZP1011978,13-12-2024 17:37,C16890,Delhi,110001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,UPI,App,19,Delivered,R1348,3,30,0,30
ZP1011979,12-01-2025 08:08,C13636,Bengaluru,560001,Shampoo 200ml,Personal Care,1,140,0,NONE,UPI,App,32,Delivered,R1387,4,140,0,140
ZP1011980,24-08-2025 02:18,C11850,Mumbai,400001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,UPI,Website,30,Delivered,R1184,5,60,0,60
ZP1011981,06-11-2024 16:09,C14537,Mumbai,400001,Fruit Juice 1L,Beverages,1,120,15,SAVE10,UPI,App,21,Delivered,R1298,5,120,18,102
ZP1011982,02-02-2025 18:37,C13336,Hyderabad,500001,Frozen Pizza 400g,Frozen,1,280,0,NONE,Credit Card,App,35,Delivered,R1385,5,280,0,280
ZP1011983,08-03-2025 03:21,C12380,Mumbai,400001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,UPI,App,32,Delivered,R1145,4,35,0,35
ZP1011984,23-02-2025 09:08,C17007,Delhi,110001,Shampoo 200ml,Personal Care,2,140,0,SAVE10,COD,App,23,Delivered,R1253,5,280,0,280
ZP1011985,01-09-2025 14:43,C13505,Hyderabad,500001,Apple 1kg,Fruits & Vegetables,2,150,20,FEST50,UPI,Website,23,Delivered,R1043,5,300,60,240
ZP1011986,04-12-2024 22:34,C11546,Bengaluru,560001,Frozen Pizza 400g,Frozen,1,280,0,NONE,UPI,App,50,Delivered,R1157,5,280,0,280
ZP1011987,06-08-2025 02:03,C17018,Mumbai,400001,Toothpaste 100g,Personal Care,1,90,0,NONE,UPI,App,10,Delivered,R1339,5,90,0,90
ZP1011988,07-08-2025 17:56,C10570,Kolkata,700001,Potato Chips 100g,Snacks,1,40,0,NONE,UPI,App,11,Delivered,R1183,5,40,0,40
ZP1011989,23-11-2024 23:10,C17329,Ahmedabad,380001,Fruit Juice 1L,Beverages,1,120,0,NONE,Credit Card,App,27,Delivered,R1381,5,120,0,120
ZP1011990,03-03-2025 20:39,C16889,Mumbai,400001,Apple 1kg,Fruits & Vegetables,1,150,0,NONE,UPI,App,41,Delivered,R1172,3,150,0,150
ZP1011991,11-04-2025 12:13,C16573,Mumbai,400001,Namkeen 200g,Snacks,1,80,0,NONE,Debit Card,App,19,Delivered,R1122,4,80,0,80
ZP1011992,30-11-2024 14:34,C13896,Ahmedabad,380001,Tomato 1kg,Fruits & Vegetables,2,30,0,NONE,UPI,App,36,Delivered,R1325,5,60,0,60
ZP1011993,02-01-2025 10:29,C17692,Mumbai,400001,Fruit Juice 1L,Beverages,1,120,0,NONE,Debit Card,App,10,Delivered,R1156,4,120,0,120
ZP1011994,09-05-2025 23:28,C15563,Ahmedabad,380001,Tea 250g,Beverages,1,200,0,NONE,UPI,App,26,Delayed,R1339,,200,0,200
ZP1011995,27-07-2025 08:05,C13010,Mumbai,400001,Cookies 150g,Snacks,3,90,20,NONE,Debit Card,App,33,Delivered,R1016,3,270,54,216
ZP1011996,21-02-2025 23:55,C11468,Pune,411001,Shampoo 200ml,Personal Care,1,140,0,NONE,UPI,App,40,Delivered,R1056,5,140,0,140
ZP1011997,09-09-2025 23:27,C10104,Bengaluru,560001,Bananas 1kg,Fruits & Vegetables,3,60,5,SAVE10,COD,App,37,Delivered,R1024,3,180,9,171
ZP1011998,03-03-2025 00:11,C15522,Ahmedabad,380001,Salt 1kg,Staples,2,25,10,NONE,COD,Website,10,Delivered,R1294,5,50,5,45
ZP1011999,26-05-2025 07:17,C14027,Bengaluru,560001,Paneer 200g,Dairy,1,120,0,NONE,UPI,App,30,Delivered,R1294,3,120,0,120
ZP1012000,14-02-2025 00:31,C15505,Chennai,600001,Rice 5kg,Staples,1,450,0,NONE,COD,App,21,Delivered,R1285,3,450,0,450
ZP1012001,15-05-2025 11:11,C10861,Mumbai,400001,Sugar 1kg,Staples,3,45,15,NEWUSER,UPI,App,28,Delivered,R1351,4,135,20.25,114.75
ZP1012002,11-12-2024 10:50,C13247,Bengaluru,560001,Curd 500g,Dairy,1,70,10,NONE,COD,App,26,Delayed,R1201,,70,7,63
ZP1012003,20-12-2024 11:42,C13588,Kolkata,700001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,UPI,App,38,Delivered,R1365,5,35,0,35
ZP1012004,21-06-2025 22:29,C14281,Hyderabad,500001,Dishwash 500ml,Household,1,120,0,NONE,UPI,App,29,Delivered,R1212,5,120,0,120
ZP1012005,28-02-2025 21:42,C15394,Pune,411001,Coffee 100g,Beverages,1,180,0,NONE,COD,Website,32,Delivered,R1334,5,180,0,180
ZP1012006,01-09-2025 06:59,C15542,Delhi,110001,Potato Chips 100g,Snacks,1,40,0,FEST50,UPI,App,30,Delivered,R1368,5,40,0,40
ZP1012007,07-08-2025 03:22,C10696,Pune,411001,Bananas 1kg,Fruits & Vegetables,1,60,15,SAVE10,Debit Card,App,10,Delivered,R1382,3,60,9,51
ZP1012008,31-01-2025 19:11,C10976,Delhi,110001,Frozen Paratha 400g,Frozen,1,160,0,NONE,Debit Card,App,30,Delivered,R1132,3,160,0,160
ZP1012009,31-10-2024 05:13,C11174,Ahmedabad,380001,Dishwash 500ml,Household,1,120,0,NONE,Wallet,App,29,Delivered,R1227,3,120,0,120
ZP1012010,01-01-2025 18:15,C13234,Ahmedabad,380001,Wheat Flour 5kg,Staples,1,300,0,NONE,Wallet,App,35,Delivered,R1292,5,300,0,300
ZP1012011,24-08-2025 02:01,C13281,Bengaluru,560001,Butter 200g,Dairy,1,180,0,NONE,UPI,App,35,Delivered,R1310,4,180,0,180
ZP1012012,31-07-2025 04:13,C15693,Pune,411001,Wheat Flour 5kg,Staples,1,300,0,NONE,Debit Card,App,10,Delivered,R1343,5,300,0,300
ZP1012013,08-08-2025 00:55,C14837,Pune,411001,Apple 1kg,Fruits & Vegetables,1,150,0,NONE,UPI,Website,16,Delivered,R1339,3,150,0,150
ZP1012014,09-02-2025 19:58,C10833,Bengaluru,560001,Tomato 1kg,Fruits & Vegetables,3,30,0,NONE,UPI,App,30,Delivered,R1006,3,90,0,90
ZP1012015,04-10-2025 20:56,C16073,Chennai,600001,Curd 500g,Dairy,1,70,0,NONE,Credit Card,App,36,Delivered,R1232,4,70,0,70
ZP1012016,12-07-2025 23:26,C17579,Mumbai,400001,Shampoo 200ml,Personal Care,1,140,0,NEWUSER,UPI,App,26,Delivered,R1364,5,140,0,140
ZP1012017,13-02-2025 21:36,C17310,Pune,411001,Fruit Juice 1L,Beverages,1,120,0,NONE,UPI,App,36,Delivered,R1098,3,120,0,120
ZP1012018,06-11-2024 23:51,C11382,Mumbai,400001,Frozen Pizza 400g,Frozen,1,280,10,NONE,UPI,App,53,Delivered,R1240,5,280,28,252
ZP1012019,05-07-2025 07:57,C10530,Mumbai,400001,Rice 5kg,Staples,3,450,0,NONE,UPI,App,36,Returned,R1009,,1350,0,1350
ZP1012020,29-12-2024 19:46,C12979,Delhi,110001,Salt 1kg,Staples,1,25,10,NONE,Debit Card,App,46,Delivered,R1355,3,25,2.5,22.5
ZP1012021,21-09-2025 17:28,C17988,Hyderabad,500001,Curd 500g,Dairy,1,70,0,NEWUSER,UPI,App,26,Delivered,R1392,3,70,0,70
ZP1012022,03-10-2025 07:38,C11630,Pune,411001,Wheat Flour 5kg,Staples,3,300,5,SAVE10,COD,App,37,Delivered,R1227,4,900,45,855
ZP1012023,26-07-2025 07:30,C12774,Ahmedabad,380001,Apple 1kg,Fruits & Vegetables,2,150,10,NONE,UPI,Website,42,Delayed,R1383,,300,30,270
ZP1012024,17-09-2025 13:20,C11640,Delhi,110001,Salt 1kg,Staples,1,25,0,NONE,UPI,App,42,Delivered,R1350,3,25,0,25
ZP1012025,16-01-2025 04:09,C14873,Mumbai,400001,Tomato 1kg,Fruits & Vegetables,3,30,5,NONE,UPI,App,10,Delivered,R1139,5,90,4.5,85.5
ZP1012026,03-05-2025 07:17,C16914,Kolkata,700001,Sugar 1kg,Staples,2,45,0,NONE,Debit Card,App,23,Delivered,R1102,5,90,0,90
ZP1012027,08-04-2025 09:43,C13311,Hyderabad,500001,Butter 200g,Dairy,3,180,20,FEST50,Debit Card,App,40,Delivered,R1139,5,540,108,432
ZP1012028,19-12-2024 16:57,C11005,Delhi,110001,Toothpaste 100g,Personal Care,1,90,0,NONE,UPI,App,12,Delivered,R1256,4,90,0,90
ZP1012029,12-09-2025 04:05,C11907,Bengaluru,560001,Frozen Pizza 400g,Frozen,3,280,0,NONE,UPI,App,20,Delivered,R1226,5,840,0,840
ZP1012030,06-01-2025 06:32,C16865,Hyderabad,500001,Soft Drink 1L,Beverages,1,60,15,SAVE10,COD,App,36,Delivered,R1177,4,60,9,51
ZP1012031,15-10-2024 02:08,C13479,Bengaluru,560001,Frozen Pizza 400g,Frozen,1,280,10,NEWUSER,UPI,App,21,Delivered,R1351,4,280,28,252
ZP1012032,03-04-2025 22:04,C15940,Kolkata,700001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,UPI,App,16,Delayed,R1020,,30,0,30
ZP1012033,10-01-2025 20:06,C14088,Hyderabad,500001,Tea 250g,Beverages,1,200,15,NONE,Credit Card,App,46,Delivered,R1010,4,200,30,170
ZP1012034,07-01-2025 23:59,C12281,Pune,411001,Handwash 250ml,Personal Care,1,120,0,NONE,UPI,App,24,Delivered,R1383,4,120,0,120
ZP1012035,15-01-2025 00:45,C16265,Hyderabad,500001,Butter 200g,Dairy,1,180,0,NONE,UPI,App,16,Delayed,R1091,,180,0,180
ZP1012036,23-02-2025 15:16,C15844,Bengaluru,560001,Paneer 200g,Dairy,1,120,15,FEST50,Debit Card,App,16,Delivered,R1289,5,120,18,102
ZP1012037,01-03-2025 18:12,C16274,Pune,411001,Bananas 1kg,Fruits & Vegetables,1,60,0,NONE,Wallet,App,45,Delivered,R1262,5,60,0,60
ZP1012038,11-07-2025 12:16,C14767,Hyderabad,500001,Soft Drink 1L,Beverages,3,60,0,NONE,Credit Card,Website,33,Delivered,R1026,3,180,0,180
ZP1012039,14-11-2024 08:19,C14863,Bengaluru,560001,Sugar 1kg,Staples,2,45,5,FEST50,UPI,App,45,Delivered,R1307,3,90,4.5,85.5
ZP1012040,22-06-2025 10:08,C12236,Chennai,600001,Salt 1kg,Staples,1,25,0,NONE,Wallet,App,26,Delivered,R1210,5,25,0,25
ZP1012041,29-01-2025 12:42,C16195,Delhi,110001,Apple 1kg,Fruits & Vegetables,2,150,0,NONE,Debit Card,App,31,Delivered,R1167,4,300,0,300
ZP1012042,13-08-2025 13:14,C16467,Pune,411001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,Debit Card,App,19,Delivered,R1173,4,30,0,30
ZP1012043,08-12-2024 02:49,C16561,Delhi,110001,Coffee 100g,Beverages,1,180,0,SAVE10,Credit Card,Website,41,Delivered,R1291,5,180,0,180
ZP1012044,17-11-2024 16:04,C15274,Chennai,600001,Detergent 1kg,Household,1,200,0,NEWUSER,Debit Card,App,17,Delivered,R1017,4,200,0,200
ZP1012045,17-01-2025 23:02,C17726,Mumbai,400001,Soft Drink 1L,Beverages,1,60,0,NONE,Debit Card,Website,52,Delivered,R1146,5,60,0,60
ZP1012046,27-07-2025 02:35,C13278,Delhi,110001,Tomato 1kg,Fruits & Vegetables,1,30,0,FEST50,Debit Card,App,16,Delivered,R1090,5,30,0,30
ZP1012047,30-03-2025 23:10,C12917,Ahmedabad,380001,Floor Cleaner 1L,Household,1,110,0,NONE,Wallet,App,13,Delayed,R1369,,110,0,110
ZP1012048,21-04-2025 12:37,C13897,Kolkata,700001,Handwash 250ml,Personal Care,1,120,0,NONE,UPI,App,34,Delivered,R1033,4,120,0,120
ZP1012049,18-05-2025 00:29,C15461,Mumbai,400001,Potato Chips 100g,Snacks,1,40,0,NONE,UPI,App,20,Delivered,R1349,5,40,0,40
ZP1012050,07-02-2025 10:29,C14941,Bengaluru,560001,Tomato 1kg,Fruits & Vegetables,1,30,0,NONE,UPI,App,23,Delivered,R1196,5,30,0,30
ZP1012051,06-11-2024 23:41,C17783,Bengaluru,560001,Fruit Juice 1L,Beverages,2,120,0,NONE,Debit Card,App,42,Delivered,R1262,4,240,0,240
ZP1012052,30-08-2025 02:51,C13313,Chennai,600001,Bananas 1kg,Fruits & Vegetables,1,60,15,NONE,Credit Card,App,47,Delivered,R1167,5,60,9,51
ZP1012053,17-10-2024 17:56,C13969,Kolkata,700001,Curd 500g,Dairy,1,70,0,NONE,COD,App,30,Delivered,R1042,3,70,0,70
ZP1012054,19-10-2024 21:30,C14189,Kolkata,700001,Coffee 100g,Beverages,3,180,0,NONE,UPI,App,26,Delivered,R1221,5,540,0,540
ZP1012055,09-02-2025 09:55,C12284,Hyderabad,500001,Milk 1L,Dairy,2,60,0,NONE,Debit Card,App,25,Delivered,R1100,3,120,0,120
ZP1012056,11-01-2025 19:24,C11207,Kolkata,700001,Sugar 1kg,Staples,2,45,15,SAVE10,UPI,App,35,Delivered,R1178,3,90,13.5,76.5
ZP1012057,13-04-2025 16:10,C16291,Delhi,110001,Chocolate Bar 50g,Snacks,1,50,0,NONE,Debit Card,App,10,Delivered,R1251,3,50,0,50
ZP1012058,22-03-2025 17:42,C13724,Mumbai,400001,Soap 75g,Personal Care,2,40,15,NONE,UPI,Website,28,Delivered,R1254,5,80,12,68
ZP1012059,18-11-2024 09:16,C10885,Hyderabad,500001,Wheat Flour 5kg,Staples,1,300,0,NONE,Wallet,App,17,Delivered,R1079,4,300,0,300
ZP1012060,24-12-2024 17:25,C11000,Ahmedabad,380001,Curd 500g,Dairy,2,70,0,NONE,Debit Card,App,33,Delivered,R1003,3,140,0,140
ZP1012061,26-06-2025 16:52,C12053,Kolkata,700001,Namkeen 200g,Snacks,2,80,0,NONE,Debit Card,Website,27,Returned,R1267,,160,0,160
ZP1012062,04-08-2025 09:39,C14008,Hyderabad,500001,Potato 1kg,Fruits & Vegetables,1,35,0,NONE,UPI,App,31,Delivered,R1297,4,35,0,35
ZP1012063,16-04-2025 01:08,C14073,Chennai,600001,Salt 1kg,Staples,1,25,0,NONE,Debit Card,App,32,Delivered,R1236,5,25,0,25
ZP1012064,05-11-2024 14:48,C11890,Ahmedabad,380001,Wheat Flour 5kg,Staples,1,300,0,NONE,UPI,App,34,Returned,R1317,,300,0,300
ZP1012065,05-07-2025 17:25,C15147,Delhi,110001,Namkeen 200g,Snacks,1,80,5,NEWUSER,UPI,Website,20,Delivered,R1053,3,80,4,76
ZP1012066,28-04-2025 09:47,C17720,Bengaluru,560001,Toothpaste 100g,Personal Care,1,90,0,NONE,Debit Card,App,44,Delivered,R1331,4,90,0,90
ZP1012067,02-10-2025 00:50,C11102,Ahmedabad,380001,Wheat Flour 5kg,Staples,1,300,15,FEST50,UPI,App,31,Delivered,R1259,3,300,45,255
